,sentence_index,sentence,splitset_label,id,values
2544,4156,The movie is ... very funny as you peek at it through the fingers in front of your eyes .,1,69737,0.76389
2545,4157,"Nicks sustains the level of exaggerated , stylized humor throughout by taking your expectations and twisting them just a bit .",1,67823,0.68056
2546,4158,A refreshing change from the usual whoopee-cushion effort aimed at the youth market .,1,63311,0.8333299999999999
2547,4159,It finds its moviegoing pleasures in the tiny events that could make a person who has lived her life half-asleep suddenly wake up and take notice .,1,66711,0.68056
2548,4160,... an enjoyably frothy ` date movie ' ...,1,62568,0.8333299999999999
2549,4161,"The genius of the work speaks volumes , offering up a hallucinatory dreamscape that frustrates and captivates .",1,69625,0.86111
2550,4162,Two Weeks Notice has appeal beyond being a Sandra Bullock vehicle or a standard romantic comedy .,1,70519,0.75
2551,4163,The movie 's seams may show ... but Pellington gives `` Mothman '' an irresistibly uncanny ambience that goes a long way toward keeping the picture compelling .,1,226350,0.69444
2552,4164,"If Mostly Martha is mostly unsurprising , it 's still a sweet , even delectable diversion .",1,66240,0.63889
2553,4165,A wild comedy that could only spring from the demented mind of the writer of Being John Malkovich .,1,63568,0.73611
2554,4166,Schnitzler does a fine job contrasting the sleekness of the film 's present with the playful paranoia of the film 's past . ',1,225702,0.8333299999999999
2555,4167,"A fresh-faced , big-hearted and frequently funny thrill ride for the kiddies , with enough eye candy and cheeky wit to keep parents away from the concession stand . '",1,63052,0.86111
2556,4168,"Mana gives us compelling , damaged characters who we want to help -- or hurt .",1,67390,0.5
2557,4169,"The sentimental script has problems , but the actors pick up the slack .",1,69901,0.63889
2558,4170,A good documentary can make interesting a subject you thought would leave you cold .,1,222015,0.69444
2559,4171,A case in point : Doug Pray 's Scratch .,1,221952,0.5
2560,4172,Abderrahmane Sissako 's Heremakono ( Waiting for Happiness ) is an elegiac portrait of a transit city on the West African coast struggling against foreign influences .,1,63615,0.5
2561,4173,"In XXX , Diesel is that rare creature -- an action hero with table manners , and one who proves that elegance is more than tattoo deep .",1,66343,0.81944
2562,4174,An engrossing and grim portrait of hookers : what they think of themselves and their clients .,1,63874,0.80556
2563,4175,"It all plays out ... like a high-end John Hughes comedy , a kind of Elder Bueller 's Time Out .",1,66698,0.73611
2564,4176,"The film is enriched by an imaginatively mixed cast of antic spirits , headed by Christopher Plummer as the subtlest and most complexly evil Uncle Ralph I 've ever seen in the many film and stage adaptations of the work .",1,69560,0.81944
2565,4177,This is one of the rarest kinds of films : a family-oriented non-Disney film that is actually funny without hitting below the belt .,1,70259,0.73611
2566,4178,It is refreshingly undogmatic about its characters .,1,66738,0.81944
2567,4179,A moving and important film .,1,63206,0.88889
2568,4180,"Deep intelligence and a warm , enveloping affection breathe out of every frame .",1,64974,0.9027799999999999
2569,4181,"Famuyiwa 's feature deals with its subject matter in a tasteful , intelligent manner , rather than forcing us to endure every plot contrivance that the clich̩-riddled genre can offer .",1,65464,0.68056
2570,4182,Showtime is a fine-looking film with a bouncy score and a clutch of lively songs for deft punctuation .,1,68775,0.81944
2571,4183,"Sweet Home Alabama is n't going to win any Academy Awards , but this date-night diversion will definitely win some hearts .",1,69083,0.68056
2572,4184,a cruelly funny twist on teen comedy packed with inventive cinematic tricks and an ironically killer soundtrack,1,71490,0.77778
2573,4185,"A gracious , eloquent film that by its end offers a ray of hope to the refugees able to look ahead and resist living in a past forever lost .",1,63091,0.80556
2574,4186,"Even though many of these guys are less than adorable ( their lamentations are pretty much self-centered ) , there 's something vital about the movie .",1,65374,0.72222
2575,4187,A tour de force drama about the astonishingly pivotal role of imagination in the soulful development of two rowdy teenagers .,1,63525,0.77778
2576,4188,"It is a strength of a documentary to disregard available bias , especially as temptingly easy as it would have been with this premise .",1,66732,0.66667
2577,4189,"When twentysomething hotsies make movies about their lives , hard-driving narcissism is a given , but what a world we 'd live in if Argento 's Hollywood counterparts ... had this much imagination and nerve .",1,70853,0.77778
2578,4190,Maryam is more timely now than ever .,1,67463,0.65278
2579,4191,"An eloquent , reflective and beautifully acted meditation on both the profoundly devastating events of one year ago and the slow , painful healing process that has followed in their wake .",1,63855,0.9166700000000001
2580,4192,Piccoli gives a superb performance full of deep feeling .,1,68210,0.81944
2581,4193,"What a concept , what an idea , what a thrill ride .",1,227044,0.8333299999999999
2582,4194,This is a more fascinating look at the future than `` Bladerunner '' and one of the most high-concept sci fi adventures attempted for the screen .,1,226648,0.79167
2583,4195,The rare movie that 's as crisp and to the point as the novel on which it 's based .,1,69859,0.8472200000000001
2584,4196,"A film of epic scale with an intimate feeling , a saga of the ups and downs of friendships .",1,63002,0.76389
2585,4197,Sayles has an eye for the ways people of different ethnicities talk to and about others outside the group .,1,68608,0.79167
2586,4198,`` Nicholas Nickleby '' is a perfect family film to take everyone to since there 's no new `` A Christmas Carol '' out in the theaters this year .,1,227546,0.76389
2587,4199,"Charlie Hunnam has the twinkling eyes , repressed smile and determined face needed to carry out a Dickensian hero .",1,222912,0.8333299999999999
2588,4200,"Niccol the filmmaker merges his collaborators ' symbolic images with his words , insinuating , for example , that in Hollywood , only God speaks to the press",1,67812,0.68056
2589,4201,"Khouri manages , with terrific flair , to keep the extremes of screwball farce and blood-curdling family intensity on one continuum .",1,67005,0.72222
2590,4202,"Impresses as a skillfully assembled , highly polished and professional adaptation ... just about as chilling and unsettling as ` Manhunter ' was .",1,66337,0.875
2591,4203,It 's a solid movie about people whose lives are anything but .,1,66506,0.66667
2592,4204,"Though a touch too Arthouse 101 in its poetic symbolism , Heaven proves to be a good match of the sensibilities of two directors .",1,70350,0.61111
2593,4205,I simply ca n't recommend it enough .,1,66205,0.77778
2594,4206,Wiseman reveals the victims of domestic abuse in all of their pity and terror .,1,70967,0.52778
2595,4207,"Muccino , who directed from his own screenplay , is a canny crowd pleaser , and The Last Kiss ... provides more than enough sentimental catharsis for a satisfying evening at the multiplex .",1,67691,0.81944
2596,4208,We want the funk - and this movie 's got it .,1,70724,0.79167
2597,4209,"Wow , so who knew Charles Dickens could be so light-hearted ?",1,71077,0.69444
2598,4210,"Many went to see the attraction for the sole reason that it was hot outside and there was air conditioning inside , and I do n't think that A.C. will help this movie one bit .",1,224729,0.11110999999999999
2599,4211,"The storylines are woven together skilfully , the magnificent swooping aerial shots are breathtaking , and the overall experience is awesome .",1,69956,1.0
2600,4212,"A miraculous movie , I 'm Going Home is so slight , yet overflows with wisdom and emotion .",1,63184,0.94444
2601,4213,"Baran is shockingly devoid of your typical Majid Majidi shoe-loving , crippled children .",1,64236,0.27778
2602,4214,"Every moment crackles with tension , and by the end of the flick , you 're on the edge of your seat .",1,65409,0.88889
2603,4215,"A fine , rousing , G-rated family film , aimed mainly at little kids but with plenty of entertainment value to keep grown-ups from squirming in their seats .",1,63015,0.8333299999999999
2604,4216,"The series ' message about making the right choice in the face of tempting alternatives remains prominent , as do the girls ' amusing personalities .",1,69905,0.76389
2605,4217,Richly entertaining and suggestive of any number of metaphorical readings .,1,68435,0.88889
2606,4218,A compelling allegory about the last days of Germany 's democratic Weimar Republic .,1,62870,0.75
2607,4219,Offers a guilt-free trip into feel-good territory .,1,67952,0.8333299999999999
2608,4220,"A B-movie you can sit through , enjoy on a certain level and then forget .",1,62757,0.77778
2609,4221,Devos delivers a perfect performance that captures the innocence and budding demons within a wallflower .,1,65046,0.73611
2610,4222,"Disappointingly , the characters are too strange and dysfunctional , Tom included , to ever get under the skin , but this is compensated in large part by the off-the-wall dialogue , visual playfulness and the outlandishness of the idea itself .",1,65115,0.51389
2611,4223,"Director Todd Solondz has made a movie about critical reaction to his two previous movies , and about his responsibility to the characters that he creates .",1,65099,0.66667
2612,4224,"The word that comes to mind , while watching Eric Rohmer 's tribute to a courageous Scottish lady , is painterly .",1,70035,0.72222
2613,4225,A fascinating case study of flower-power liberation -- and the price that was paid for it .,1,62980,0.875
2614,4226,"Bluer than the Atlantic and more biologically detailed than an autopsy , the movie ... is , also , frequently hilarious .",1,64411,0.80556
2615,4227,"Really is a pan-American movie , with moments of genuine insight into the urban heart .",1,68368,0.65278
2616,4228,"An overly familiar scenario is made fresh by an intelligent screenplay and gripping performances in this low-budget , video-shot , debut indie effort .",1,63942,0.77778
2617,4229,"Peppering this urban study with references to Norwegian folktales , Villeneuve creates in Maelstrom a world where the bizarre is credible and the real turns magical .",1,68170,0.69444
2618,4230,Ong 's promising debut is a warm and well-told tale of one recent Chinese immigrant 's experiences in New York City .,1,68035,0.81944
2619,4231,That the real Antwone Fisher was able to overcome his personal obstacles and become a good man is a wonderful thing ; that he has been able to share his story so compellingly with us is a minor miracle .,1,69228,0.9027799999999999
2620,4232,"There 's not much to Fatale , outside of its stylish surprises ... but that 's OK .",1,70089,0.41667
2621,4233,"What redeems the film is the cast , particularly the Ya-Yas themselves .",1,70832,0.66667
2622,4234,"Beautiful , cold , oddly colorful and just plain otherworldly , a freaky bit of art that 's there to scare while we delight in the images .",1,64276,0.70833
2623,4235,"It 's up to ( Watts ) to lend credibility to this strange scenario , and her presence succeeds in making us believe .",1,66689,0.72222
2624,4236,"The film is darkly atmospheric , with Herrmann quietly suggesting the sadness and obsession beneath Hearst 's forced avuncular chortles .",1,69558,0.43056000000000005
2625,4237,"Shyamalan takes a potentially trite and overused concept ( aliens come to Earth ) and infuses it into a rustic , realistic , and altogether creepy tale of hidden invasion .",1,68782,0.75
2626,4238,"... the story , like Ravel 's Bolero , builds to a crescendo that encompasses many more paths than we started with .",1,62607,0.75
2627,4239,"It 's plotless , shapeless -- and yet , it must be admitted , not entirely humorless .",1,224232,0.38889
2628,4240,"Indeed , the more outrageous bits achieve a shock-you-into-laughter intensity of almost Dadaist proportions .",1,224055,0.61111
2629,4241,Gondry 's direction is adequate ... but what gives Human Nature its unique feel is Kaufman 's script .,1,65809,0.72222
2630,4242,"The film 's plot may be shallow , but you 've never seen the deep like you see it in these harrowing surf shots .",1,69531,0.61111
2631,4243,"With a large cast representing a broad cross-section , Tavernier 's film bounds along with the rat-a-tat energy of `` His Girl Friday , '' maintaining a light touch while tackling serious themes .",1,227188,0.77778
2632,4244,The observations of this social\/economic\/urban environment are canny and spiced with irony .,1,69777,0.75
2633,4245,Renner carries much of the film with a creepy and dead-on performance .,1,68397,0.80556
2634,4246,Jarecki and Gibney do find enough material to bring Kissinger 's record into question and explain how the diplomat 's tweaked version of statecraft may have cost thousands and possibly millions of lives .,1,66891,0.55556
2635,4247,"The spaniel-eyed Jean Reno infuses Hubert with a mixture of deadpan cool , wry humor and just the measure of tenderness required to give this comic slugfest some heart .",1,69913,0.69444
2636,4248,Aniston has at last decisively broken with her Friends image in an independent film of satiric fire and emotional turmoil .,1,63994,0.70833
2637,4249,A mildly enjoyable if toothless adaptation of a much better book .,1,63178,0.54167
2638,4250,"Unexpected , and often contradictory , truths emerge .",1,70554,0.61111
2639,4251,"300 years of Russian history and culture compressed into an evanescent , seamless and sumptuous stream of consciousness .",1,62709,0.8472200000000001
2640,4252,"Intelligent , caustic take on a great writer and dubious human being .",1,66412,0.77778
2641,4253,"May take its sweet time to get wherever it 's going , but if you have the patience for it , you wo n't feel like it 's wasted yours .",1,67489,0.65278
2642,4254,Less the sensational true-crime hell-jaunt purists might like and more experimental in its storytelling ( though no less horrifying for it ) .,1,67201,0.63889
2643,4255,The film is one of the year 's best .,1,69570,0.88889
2644,4256,Eerily accurate depiction of depression .,1,65257,0.38889
2645,4257,... a delicious crime drama on par with the slickest of Mamet .,1,62551,0.93056
2646,4258,"Charming and witty , it 's also somewhat clumsy .",1,64685,0.73611
2647,4259,"Directed with purpose and finesse by England 's Roger Mitchell , who handily makes the move from pleasing , relatively lightweight commercial fare such as Notting Hill to commercial fare with real thematic heft .",1,65073,0.86111
2648,4260,"Escapes the precious trappings of most romantic comedies , infusing into the story very real , complicated emotions .",1,65341,0.72222
2649,4261,"This big screen caper has a good bark , far from being a bow-wow .",1,70175,0.58333
2650,4262,( Allen ) manages to breathe life into this somewhat tired premise .,1,61408,0.65278
2651,4263,I have two words to say about Reign of Fire .,1,223822,0.5
2652,4264,Great dragons !,1,223535,0.61111
2653,4265,"By surrounding us with hyper-artificiality , Haynes makes us see familiar issues , like racism and homophobia , in a fresh way .",1,64576,0.79167
2654,4266,"A deliberative account of a lifestyle characterized by its surface-obsession -- one that typifies the delirium of post , pre , and extant stardom .",1,62925,0.625
2655,4267,Superb production values & Christian Bale 's charisma make up for a derivative plot .,1,69053,0.77778
2656,4268,The film has the courage of its convictions and excellent performances on its side .,1,69547,0.86111
2657,4269,"I know I should n't have laughed , but hey , those farts got to my inner nine-year-old .",1,66175,0.72222
2658,4270,"A movie that will thrill you , touch you and make you laugh as well .",1,63200,0.68056
2659,4271,"It 's a smart , funny look at an arcane area of popular culture , and if it is n't entirely persuasive , it does give exposure to some talented performers .",1,66503,0.79167
2660,4272,"More vaudeville show than well-constructed narrative , but on those terms it 's inoffensive and actually rather sweet .",1,67627,0.55556
2661,4273,"The case is a convincing one , and should give anyone with a conscience reason to pause .",1,69418,0.81944
2662,4274,The actresses find their own rhythm and protect each other from the script 's bad ideas and awkwardness .,1,69388,0.63889
2663,4275,Diverting French comedy in which a husband has to cope with the pesky moods of jealousy .,1,65130,0.54167
2664,4276,Captivates and shows how a skillful filmmaker can impart a message without bludgeoning the audience over the head .,1,64624,0.875
2665,4277,"There is a welcome lack of pretension about the film , which very simply sets out to entertain and ends up delivering in good measure .",1,70138,0.80556
2666,4278,"Coy but exhilarating , with really solid performances by Ving Rhames and Wesley Snipes .",1,64849,0.63889
2667,4279,"It is a likable story , told with competence .",1,66730,0.72222
2668,4280,"Not only does Spider-Man deliver , but I suspect it might deliver again and again .",1,67902,0.81944
2669,4281,Tackles the difficult subject of grief and loss with such life-embracing spirit that the theme does n't drag an audience down .,1,69108,0.77778
2670,4282,A small movie with a big impact .,1,63385,0.88889
2671,4283,"The movie , despite its rough edges and a tendency to sag in certain places , is wry and engrossing .",1,69729,0.68056
2672,4284,"I admire the closing scenes of the film , which seem to ask whether our civilization offers a cure for Vincent 's complaint .",1,66128,0.73611
2673,4285,"Like Rudy Yellow Lodge , Eyre needs to take a good sweat to clarify his cinematic vision before his next creation and remember the lessons of the trickster spider .",1,67237,0.16667
2674,4286,a delightful romantic comedy with plenty of bite .,1,71542,0.76389
2675,4287,"It 's far from a frothy piece , and the characters are complex , laden with plenty of baggage and tinged with tragic undertones .",1,224173,0.73611
2676,4288,"Using an endearing cast , writer\/director Dover Kosashvili takes a slightly dark look at relationships , both sexual and kindred .",1,70588,0.76389
2677,4289,"When a movie has stuck around for this long , you know there 's something there .",1,227081,0.8333299999999999
2678,4290,It 's that good .,1,66672,0.86111
2679,4291,"Smart , sassy interpretation of the Oscar Wilde play .",1,68836,0.8333299999999999
2680,4292,Forget about one Oscar nomination for Julianne Moore this year - she should get all five .,1,65609,0.9583299999999999
2681,4293,Japanese director Shohei Imamura 's latest film is an odd but ultimately satisfying blend of the sophomoric and the sublime .,1,66884,0.77778
2682,4294,"Kwan is a master of shadow , quietude , and room noise , and Lan Yu is a disarmingly lived-in movie .",1,67092,0.66667
2683,4295,While the plot follows a predictable connect-the-dots course ... director John Schultz colors the picture in some evocative shades .,1,70912,0.63889
2684,4296,"Katz 's documentary does n't have much panache , but with material this rich it does n't need it .",1,66993,0.65278
2685,4297,"We get an image of Big Papa spanning history , rather than suspending it .",1,70719,0.51389
2686,4298,"Evelyn 's strong cast and surehanded direction make for a winning , heartwarming yarn .",1,65352,0.77778
2687,4299,A conventional but heartwarming tale .,1,62883,0.80556
2688,4300,This is one of the outstanding thrillers of recent years .,1,70258,0.8472200000000001
2689,4301,"Skins has a desolate air , but Eyre , a Native American raised by white parents , manages to infuse the rocky path to sibling reconciliation with flashes of warmth and gentle humor .",1,68818,0.75
2690,4302,A film of quiet power .,1,63006,0.72222
2691,4303,"More concerned with overall feelings , broader ideas , and open-ended questions than concrete story and definitive answers , Soderbergh 's Solaris is a gorgeous and deceptively minimalist cinematic tone poem .",1,67608,0.88889
2692,4304,An intelligent romantic thriller of a very old-school kind of quality .,1,63918,0.76389
2693,4305,The sword fighting is well done and Auteuil is a goofy pleasure .,1,69991,0.75
2694,4306,"Yes , MIBII is rote work and predictable , but with a philosophical visual coming right at the end that extravagantly redeems it .",1,71098,0.63889
2695,4307,"Film ca n't quite maintain its initial momentum , but remains sporadically funny throughout .",1,65528,0.59722
2696,4308,"O Fantasma is boldly , confidently orchestrated , aesthetically and sexually , and its impact is deeply and rightly disturbing .",1,67932,0.63889
2697,4309,"It 's still Adam Sandler , and it 's not Little Nicky .",1,224244,0.45833
2698,4310,"And for many of us , that 's good enough .",1,222354,0.76389
2699,4311,Here 's yet another cool crime movie that actually manages to bring something new into the mix .,1,65979,0.76389
2700,4312,"Lee 's achievement extends to his supple understanding of the role that Brown played in American culture as an athlete , a movie star , and an image of black indomitability .",1,67170,0.625
2701,4313,Kaufman and Jonze take huge risks to ponder the whole notion of passion -- our desire as human beings for passion in our lives and the emptiness one feels when it is missing .,1,66998,0.56944
2702,4314,"It tends to remind one of a really solid Woody Allen film , with its excellent use of New York locales and sharp writing",1,66777,0.94444
2703,4315,"While centered on the life experiences of a particular theatrical family , this marvelous documentary touches -- ever so gracefully -- on the entire history of the Yiddish theater , both in America and Israel .",1,70884,0.8472200000000001
2704,4316,"The film , despite the gratuitous cinematic distractions impressed upon it , is still good fun .",1,69535,0.66667
2705,4317,The immersive powers of the giant screen and its hyper-realistic images are put to perfect use in the breathtakingly beautiful outer-space documentary Space Station 3D .,1,69649,0.8333299999999999
2706,4318,"Has an unmistakable , easy joie de vivre .",1,65926,0.75
2707,4319,"More than anything else , Kissing Jessica Stein injects freshness and spirit into the romantic comedy genre , which has been held hostage by generic scripts that seek to remake Sleepless in Seattle again and again .",1,67616,0.88889
2708,4320,This movie has the usual impossible stunts ... But it has just as many scenes that are lean and tough enough to fit in any modern action movie .,1,70284,0.79167
2709,4321,"Mostly works because of the universal themes , earnest performances ... and excellent use of music by India 's popular Gulzar and Jagjit Singh .",1,67650,0.8333299999999999
2710,4322,"... the one thing this Wild film has that other Imax films do n't : chimps , lots of chimps , all blown up to the size of a house .",1,221845,0.54167
2711,4323,That 's fun for kids of any age .,1,226071,0.8333299999999999
2712,4324,"Writer\/director David Caesar ladles on the local flavour with a hugely enjoyable film about changing times , clashing cultures and the pleasures of a well-made pizza .",1,227233,0.86111
2713,4325,Rarely have I seen a film so willing to champion the fallibility of the human heart .,1,68339,0.8333299999999999
2714,4326,"Holofcener rejects patent solutions to dramatize life 's messiness from inside out , in all its strange quirks .",1,66043,0.8472200000000001
2715,4327,"Like The Full Monty , this is sure to raise audience 's spirits and leave them singing long after the credits roll .",1,67241,0.8333299999999999
2716,4328,"... a gleefully grungy , hilariously wicked black comedy ...",1,62552,0.86111
2717,4329,Kinnear and Dafoe give what may be the performances of their careers .,1,67038,0.9583299999999999
2718,4330,"All in all , a great party .",1,63699,0.73611
2719,4331,A moving story of determination and the human spirit .,1,63218,0.80556
2720,4332,`` Brown Sugar '' admirably aspires to be more than another `` Best Man '' clone by weaving a theme throughout this funny film .,1,227447,0.77778
2721,4333,"( Gulpilil ) is a commanding screen presence , and his character 's abundant humanism makes him the film 's moral compass .",1,61441,0.69444
2722,4334,An effortlessly accomplished and richly resonant work .,1,63851,0.88889
2723,4335,"In some ways , Lagaan is quintessential Bollywood .",1,224031,0.51389
2724,4336,"Except it 's much , much better .",1,223297,0.81944
2725,4337,"Though it never rises to its full potential as a film , still offers a great deal of insight into the female condition and the timeless danger of emotions repressed .",1,70366,0.55556
2726,4338,"Scotland looks wonderful , the fans are often funny fanatics , the showdown sure beats a bad day of golf .",1,68643,0.79167
2727,4339,"What enlivens this film , beyond the astute direction of Cardoso and beautifully detailed performances by all of the actors , is a note of defiance over social dictates .",1,70815,0.76389
2728,4340,"The emotion is impressively true for being so hot-blooded , and both leads are up to the task .",1,69483,0.875
2729,4341,"Although it lacks the detail of the book , the film does pack some serious suspense .",1,63758,0.75
2730,4342,I 'd watch these two together again in a New York minute .,1,66094,0.8333299999999999
2731,4343,"There 's nothing like love to give a movie a B-12 shot , and CQ shimmers with it .",1,70094,0.81944
2732,4344,"A moving essay about the specter of death , especially suicide .",1,63215,0.75
2733,4345,"This film is so different from The Apple and so striking that it can only encourage us to see Samira Makhmalbaf as a very distinctive sensibility , working to develop her own film language with conspicuous success .",1,70195,0.77778
2734,4346,Like a less dizzily gorgeous companion to Mr. Wong 's In the Mood for Love -- very much a Hong Kong movie despite its mainland setting .,1,224624,0.59722
2735,4347,"... a somber film , almost completely unrelieved by any comedy beyond the wistful everyday ironies of the working poor .",1,62561,0.47222
2736,4348,Coral Reef Adventure is a heavyweight film that fights a good fight on behalf of the world 's endangered reefs -- and it lets the pictures do the punching .,1,64823,0.77778
2737,4349,"The overall result is an intelligent , realistic portrayal of testing boundaries .",1,69804,0.8333299999999999
2738,4350,"Poignant and moving , A Walk to Remember is an inspirational love story , capturing the innocence and idealism of that first encounter .",1,68242,0.8472200000000001
2739,4351,Worth a salute just for trying to be more complex than your average film .,1,71067,0.75
2740,4352,Handsome and sophisticated approach to the workplace romantic comedy .,1,65894,0.73611
2741,4353,"A shimmeringly lovely coming-of-age portrait , shot in artful , watery tones of blue , green and brown .",1,63363,0.9027799999999999
2742,4354,"While Cherish does n't completely survive its tonal transformation from dark comedy to suspense thriller , it 's got just enough charm and appealing character quirks to forgive that still serious problem .",1,70872,0.65278
2743,4355,"In many ways , reminiscent of 1992 's Unforgiven which also utilized the scintillating force of its actors to draw out the menace of its sparse dialogue .",1,66367,0.56944
2744,4356,"We admire this film for its harsh objectivity and refusal to seek our tears , our sympathies .",1,70717,0.81944
2745,4357,"An often watchable , though goofy and lurid , blast of a costume drama set in the late 15th century .",1,63933,0.70833
2746,4358,"The entire cast is first-rate , especially Sorvino .",1,69495,0.88889
2747,4359,The Cat 's Meow marks a return to form for director Peter Bogdanovich ...,1,69267,0.61111
2748,4360,This one is strictly a lightweight escapist film .,1,70302,0.56944
2749,4361,"This sensitive , smart , savvy , compelling coming-of-age drama delves into the passive-aggressive psychology of co-dependence and the struggle for self-esteem .",1,70317,0.88889
2750,4362,The culmination of everyone 's efforts is given life when A Selection appears in its final form ( in `` Last Dance '' ) .,1,226226,0.59722
2751,4363,"In questioning the election process , Payami graphically illustrates the problems of fledgling democracies , but also the strength and sense of freedom the Iranian people already possess , with or without access to the ballot box .",1,66373,0.70833
2752,4364,A very charming and funny movie .,1,63541,0.8333299999999999
2753,4365,This is a film that manages to find greatness in the hue of its drastic iconography .,1,70210,0.70833
2754,4366,"Streamlined to a tight , brisk 85-minute screwball thriller , `` Big Trouble '' is funny , harmless and as substantial as a tub of popcorn with extra butter .",1,225982,0.58333
2755,4367,Consummate actor Barry has done excellent work here .,1,64800,0.8472200000000001
2756,4368,The biggest problem with this movie is that it 's not nearly long enough .,1,69412,0.55556
2757,4369,"While not all that bad of a movie , it 's nowhere near as good as the original .",1,70892,0.22221999999999997
2758,4370,Ali 's graduation from little screen to big is far less painful than his opening scene encounter with an over-amorous terrier .,1,63684,0.48611000000000004
2759,4371,"I have always appreciated a smartly written motion picture , and , whatever flaws Igby Goes Down may possess , it is undeniably that .",1,66163,0.72222
2760,4372,You can sip your vintage wines and watch your Merchant Ivory productions ; I 'll settle for a nice cool glass of iced tea and a Jerry Bruckheimer flick any day of the week .,1,71131,0.8333299999999999
2761,4373,May be the most undeserving victim of critical overkill since Town and Country .,1,67478,0.44443999999999995
2762,4374,"A chilly , brooding but quietly resonant psychological study of domestic tension and unhappiness .",1,62845,0.63889
2763,4375,"The movie does its best to work us over , with second helpings of love , romance , tragedy , false dawns , real dawns , comic relief , two separate crises during marriage ceremonies , and the lush scenery of the Cotswolds .",1,69730,0.76389
2764,4376,"Cold , nervy and memorable .",1,64751,0.72222
2765,4377,Becomes a fascinating study of isolation and frustration that successfully recreates both the physical setting and emotional tensions of the Papin sisters .,1,64309,0.63889
2766,4378,Spend your Benjamins on a matinee .,1,68937,0.43056000000000005
2767,4379,"All in all , it 's a pretty good execution of a story that 's a lot richer than the ones Hollywood action screenwriters usually come up with on their own .",1,63702,0.77778
2768,4380,Worth seeing just for Weaver and LaPaglia .,1,71071,0.73611
2769,4381,A pleasant piece of escapist entertainment .,1,63248,0.86111
2770,4382,Among the many pleasures are the lively intelligence of the artists and their perceptiveness about their own situations .,1,63812,0.625
2771,4383,"It 's consistently funny , in an irresistible junior-high way , and consistently free of any gag that would force you to give it a millisecond of thought .",1,66545,0.77778
2772,4384,"It 's the cute frissons of discovery and humor between Chaplin and Kidman that keep this nicely wound clock not just ticking , but humming .",1,66675,0.77778
2773,4385,"The storytelling may be ordinary , but the cast is one of those all-star reunions that fans of Gosford Park have come to assume is just another day of Brit cinema .",1,69962,0.66667
2774,4386,There 's something about a marching band that gets me where I live .,1,70098,0.55556
2775,4387,"Cuaron repeatedly , perversely undercuts the joie de vivre even as he creates it , giving the movie a mournful undercurrent that places the good-time shenanigans in welcome perspective .",1,64886,0.81944
2776,4388,"It 's definitely an improvement on the first Blade , since it does n't take itself so deadly seriously .",1,66550,0.70833
2777,4389,"A slam-bang extravaganza that is all about a wild-and-woolly , wall-to-wall good time .",1,63373,0.88889
2778,4390,What 's infuriating about Full Frontal is that it 's too close to real life to make sense .,1,227027,0.25
2779,4391,What 's invigorating about it is that it does n't give a damn .,1,227029,0.66667
2780,4392,Is Red Dragon worthy of a place alongside the other Hannibal movies ?,1,66441,0.44443999999999995
2781,4393,"As Hannibal would say , yes , ` It 's like having an old friend for dinner ' .",1,64065,0.61111
2782,4394,Writer-director Juan Carlos Fresnadillo makes a feature debut that is fully formed and remarkably assured .,1,71080,0.80556
2783,4395,"insightfully written , delicately performed",1,7549,0.8472200000000001
2784,4396,Perhaps the grossest movie ever made .,1,68180,0.097222
2785,4397,"Funny , though .",1,223446,0.58333
2786,4398,This 90-minute postmodern voyage was more diverting and thought-provoking than I 'd expected it to be .,1,70173,0.75
2787,4399,One of those exceedingly rare films in which the talk alone is enough to keep us involved .,1,68023,0.875
2788,4400,"A heartbreakingly thoughtful minor classic , the work of a genuine and singular artist .",1,63112,0.86111
2789,4401,An affectionately goofy satire that 's unafraid to throw elbows when necessary ...,1,63825,0.79167
2790,4402,"Between them , De Niro and Murphy make Showtime the most savory and hilarious guilty pleasure of many a recent movie season .",1,64343,0.94444
2791,4403,"Jackson tries to keep the plates spinning as best he can , but all the bouncing back and forth ca n't help but become a bit tedious -- even with the breathtaking landscapes and villainous varmints there to distract you from the ricocheting .",1,66855,0.55556
2792,4404,"Filmmakers David Weissman and Bill Weber benefit enormously from the Cockettes ' camera craziness -- not only did they film performances , but they did the same at home .",1,65545,0.65278
2793,4405,Interesting both as a historical study and as a tragic love story .,1,66415,0.73611
2794,4406,"A stylish but steady , and ultimately very satisfying , piece of character-driven storytelling .",1,63436,0.875
2795,4407,"It picked me up , swung me around , and dropped me back in my seat with more emotional force than any other recent film .",1,66770,0.8333299999999999
2796,4408,Graham Greene 's novel of colonialism and empire is elevated by Michael Caine 's performance as a weary journalist in a changing world .,1,65841,0.72222
2797,4409,"Though it 's equally solipsistic in tone , the movie has enough vitality to justify the notion of creating a screen adaptation of Evans ' saga of Hollywood excess .",1,70362,0.77778
2798,4410,"Compulsively watchable , no matter how degraded things get .",1,64778,0.77778
2799,4411,Delivers roughly equal amounts of beautiful movement and inside information .,1,64992,0.76389
2800,4412,Bon app̩tit !,1,222651,0.77778
2801,4413,"Just like a splendid meal , Red Dragon satisfies -- from its ripe recipe , inspiring ingredients , certified cuisine and palatable presentation .",1,224499,0.8333299999999999
2802,4414,"The structure is simple , but in its own way , Rabbit-Proof Fence is a quest story as grand as The Lord of the Rings .",1,69977,0.70833
